id,key,name,type,category,vendor,url,scope_url,topics,evidence_note,checked_at,pass_rate,pass_rate_period,pass_rate_url,pass_rate_checked_at
123,gcp-associate-cloud-engineer,Associate Cloud Engineer,資格,クラウド,Google Cloud,https://cloud.google.com/learn/certification/cloud-engineer/,https://services.google.com/fh/files/misc/associate_cloud_engineer_exam_guide_english.pdf,クラウド設計|クラウド運用|ID・アクセス管理|クラウドセキュリティ|ネットワーク基礎,公式ガイドは、クラウド環境の設定、ソリューションの計画・実装、運用、アクセスとセキュリティ設定を扱う。,2026-07-30,,,,
124,gcp-associate-workspace-admin,Associate Google Workspace Administrator,資格,クラウド,Google Cloud,https://cloud.google.com/learn/certification/associate-google-workspace-administrator,https://services.google.com/fh/files/misc/associate_google_workspace_administrator_exam_guide_english.pdf,クラウド運用|ID・アクセス管理|セキュリティ運用|ガバナンス|監査|自動化,公式ガイドは、アカウント・ドメイン、Workspaceサービス、データガバナンス、アクセス制御、端末、監視とトラブル対応を扱う。,2026-07-30,,,,
125,gcp-cloud-digital-leader,Cloud Digital Leader,資格,クラウド,Google Cloud,https://cloud.google.com/learn/certification/cloud-digital-leader/,https://services.google.com/fh/files/misc/cloud_digital_leader_exam_guide_english.pdf,クラウド基礎|データ分析|AI基礎|セキュリティ基礎|クラウド運用|コスト管理,現行ガイドは、デジタル変革、データ、AI、インフラとアプリの近代化、信頼とセキュリティ、クラウド運用を6領域としている。,2026-07-30,,,,
126,gcp-professional-cloud-devops-engineer,Professional Cloud DevOps Engineer,資格,クラウド,Google Cloud,https://cloud.google.com/learn/certification/cloud-devops-engineer/,https://services.google.com/fh/files/misc/professional_cloud_devops_engineer_exam_guide_english.pdf,DevOps|自動化|クラウド運用|コンテナ|セキュリティ運用|インシデント対応|コスト管理,公式ガイドは、組織とIaC、CI/CD、SRE、可観測性とトラブル対応、性能・コスト最適化を扱う。,2026-07-30,,,,
127,hashicorp_terraform004,HashiCorp Certified: Terraform Associate (004),資格,クラウド,HashiCorp,https://developer.hashicorp.com/certifications/infrastructure-automation,https://developer.hashicorp.com/certifications/infrastructure-automation,自動化|クラウド基礎|クラウド運用|DevOps,公式試験目標はIaC、Terraform基礎とワークフロー、設定・モジュール・状態管理、HCP Terraformを扱う。,2026-07-30,,,,
128,hashicorp_terraform_pro,HashiCorp Certified: Terraform Authoring and Operations Professional,資格,クラウド,HashiCorp,https://developer.hashicorp.com/certifications/infrastructure-automation,https://developer.hashicorp.com/certifications/infrastructure-automation,自動化|クラウド運用|DevOps|Linux|ネットワーク基礎,公式試験目標は資源ライフサイクル、動的設定、共同ワークフロー、モジュールとプロバイダー、HCP Terraformを実技で扱う。,2026-07-30,,,,
129,ms_az104,Microsoft Certified: Azure Administrator Associate,資格,クラウド,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-administrator/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-104,クラウド運用|ID・アクセス管理|ネットワーク基礎|クラウドセキュリティ|自動化|コスト管理,AZ-104公式ガイドはIDとガバナンス、ストレージ、コンピュート、仮想ネットワーク、監視と保守を測定する。,2026-07-30,,,,
130,ms_az900,Microsoft Certified: Azure Fundamentals,資格,クラウド,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-900,クラウド基礎|クラウド運用|ネットワーク基礎|ID・アクセス管理|コスト管理,AZ-900公式ガイドはクラウド概念、Azureのアーキテクチャとサービス、管理・ガバナンスを測定範囲としている。,2026-07-30,,,,
131,ms_az140,Microsoft Certified: Azure Virtual Desktop Specialty,資格,クラウド,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-virtual-desktop-specialty/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-140,OS|クラウド運用|ID・アクセス管理|ネットワーク基礎|自動化,AZ-140公式ガイドはAzure Virtual Desktopの計画・実装、IDとセキュリティ、ユーザー環境、監視と保守を測定する。,2026-07-30,,,,
132,ms_az400,Microsoft Certified: DevOps Engineer Expert,資格,クラウド,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/devops-engineer/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-400,DevOps|ソフトウェア開発|自動化|クラウド運用|クラウドセキュリティ,AZ-400公式ガイドはプロセスとコミュニケーション、ソース管理、ビルド・リリース、セキュリティとコンプライアンスを測定する。,2026-07-30,,,,
133,oracle_oci26_cloudops,Oracle Cloud Infrastructure 2026 Certified Cloud Ops Professional,資格,クラウド,Oracle,https://education.oracle.com/oracle-cloud-infrastructure-cloud-ops-professional/pexam_1Z0-1067-26,https://education.oracle.com/oracle-cloud-infrastructure-cloud-ops-professional/pexam_1Z0-1067-26,クラウド運用|自動化|コスト管理,Oracle公式の1Z0-1067-26はOCI 2026で検証されたCloud Ops Professional試験として、運用担当者向けに提供されている。,2026-07-30,,,,
134,oracle_oci26_foundations,Oracle Cloud Infrastructure 2026 Certified Foundations Associate,資格,クラウド,Oracle,https://education.oracle.com/de/ouexam-pexam_1z0-1085-26/pexam_1Z0-1085-26,https://education.oracle.com/de/ouexam-pexam_1z0-1085-26/pexam_1Z0-1085-26,クラウド基礎|ネットワーク基礎|クラウド運用|ID・アクセス管理|コスト管理,1Z0-1085-26公式範囲はOCIのコンピュート、ネットワーク、ストレージなど基礎サービスを説明する能力を扱う。,2026-07-30,,,,
135,aws-sap-c02,AWS Certified Solutions Architect - Professional,資格,設計,Amazon Web Services,https://aws.amazon.com/certification/certified-solutions-architect-professional/,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-professional-02/solutions-architect-professional-02.html,クラウド設計|システム設計|ネットワーク設計|クラウドセキュリティ|クラウド運用|コスト管理,SAP-C02公式ガイドは、組織の複雑性に対応する設計、新規ソリューション設計、既存ソリューション改善、移行・モダナイゼーションを扱う。,2026-07-30,,,,
136,cisco-ccnp-data-center,Cisco Certified Network Professional (CCNP) Data Center,資格,設計,Cisco,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/data-center/ccnp-data-center/index.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/data-center/ccnp-data-center/index.html,システム設計|ネットワーク設計|自動化|セキュリティ基礎,Cisco公式ページは、データセンターのネットワーク、コンピューティング、ストレージ、自動化、セキュリティを中核技術としている。,2026-07-30,,,,
137,comptia-server-sk0-005,CompTIA Server+,資格,設計,CompTIA,https://www.comptia.org/en-us/certifications/server/,https://www.comptia.org/en-us/certifications/server/,コンピュータ基礎|OS|ネットワーク基礎|セキュリティ基礎|システム設計,CompTIA公式範囲は、オンプレミス・ハイブリッド環境のサーバーハードウェア、管理、セキュリティ、障害対応、災害復旧を扱う。,2026-07-30,,,,
138,gcp-professional-cloud-architect,Professional Cloud Architect,資格,設計,Google Cloud,https://cloud.google.com/learn/certification/cloud-architect/,https://services.google.com/fh/files/misc/professional_cloud_architect_exam_guide_english.pdf,クラウド設計|システム設計|ネットワーク設計|クラウドセキュリティ|クラウド運用|コスト管理|コンテナ,公式ガイドは、クラウドアーキテクチャの設計、インフラ管理、セキュリティとコンプライアンス、実装、運用品質とコスト最適化を扱う。,2026-07-30,,,,
139,linuc_4sa,LinuCレベル4 システムアーキテクト,資格,設計,LPI-Japan（一般社団法人EDUCO）,https://linuc.org/linuc4/,https://linuc.org/linuc4/range/,Linux|システム設計|ネットワーク設計|コンテナ|DevOps|セキュリティ基礎|自動化,公式4SA01・4SA02範囲は、システムアーキテクチャ、ネットワーク・ストレージ、可用性・性能、コンテナ、セキュリティ、監視及び継続的開発を対象としている。,2026-07-30,,,,
140,ms_az305,Microsoft Certified: Azure Solutions Architect Expert,資格,設計,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-solutions-architect/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-305,クラウド設計|システム設計|ネットワーク設計|ID・アクセス管理|データベース|コスト管理,AZ-305公式ガイドはID・ガバナンス・監視、データストレージ、事業継続、インフラの各設計領域を測定する。,2026-07-30,,,,
141,oracle_oci26_architect,Oracle Cloud Infrastructure 2026 Certified Architect Associate,資格,設計,Oracle,https://education.oracle.com/zh_TW/oracle-cloud-infrastructure-2026-certified-architect-associate/trackp_OCI26CAA,https://education.oracle.com/de/ouexam-pexam_1z0-1072-26/pexam_1Z0-1072-26,クラウド設計|ネットワーク設計|ID・アクセス管理|クラウドセキュリティ|コスト管理,Oracle公式ページはOCIのコアクラウドアーキテクチャ原則と、OCI上での設計に関する実践的知識を対象としている。,2026-07-30,,,,
142,jken_system_design,情報検定（J検）情報システム試験 システムデザインスキル,資格,設計,一般財団法人職業教育・キャリア教育財団,https://jken.sgec.or.jp/information/jsystem/,https://jken.sgec.or.jp/common/pdf/information/jsystem_systemdesign.pdf,システム設計|ソフトウェア開発|ネットワーク設計|データベース|SQL|セキュリティ基礎|IT戦略|監査,公式範囲は、経営・システム戦略、システム開発、ネットワーク、データベース・SQL、セキュリティ、標準化及び監査を対象としている。,2026-07-30,46,令和7年度（2025年度）,https://jken.sgec.or.jp/data/,2026-08-30
143,ipa_sa,システムアーキテクト試験,資格,設計,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/sa.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,システム設計|ソフトウェア開発|データベース|ネットワーク設計|セキュリティ基礎,公式の対象者像・シラバスは、要件定義、システム方式設計、ソフトウェア設計、データ設計及び開発・評価を対象としている。,2026-07-30,15.5,令和7年度春期,https://www.ipa.go.jp/news/2025/shiken_20250703.html,2026-08-30
144,ipa_es,エンベデッドシステムスペシャリスト試験,資格,組込み,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/es.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,組込み|システム設計|ソフトウェア開発|プログラミング,公式の対象者像・シラバスは、組込みシステムの要求分析、ハードウェア・ソフトウェア協調設計、実装、評価及び保守を対象としている。,2026-07-30,15.3,令和7年度秋期,https://www.ipa.go.jp/news/2025/shiken_20251225.html,2026-08-30
145,ipa_sm,ITサービスマネージャ試験,資格,マネジメント,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/sm.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,ITサービス管理|リスク管理|セキュリティ運用|インシデント対応,公式の対象者像・シラバスは、ITサービスの計画・提供・改善、サービスレベル、可用性、インシデント及びリスク管理を対象としている。,2026-07-30,14.7,令和7年度春期,https://www.ipa.go.jp/news/2025/shiken_20250703.html,2026-08-30
146,ipa_st,ITストラテジスト試験,資格,マネジメント,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/st.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,IT戦略|システム設計|プロジェクト管理|ガバナンス|データ分析,公式の対象者像・シラバスは、事業戦略に基づくIT戦略、情報システム戦略、システム化構想・計画及び評価を対象としている。,2026-07-30,15,令和7年度春期,https://www.ipa.go.jp/news/2025/shiken_20250703.html,2026-08-30
147,ipa_pm,プロジェクトマネージャ試験,資格,マネジメント,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/pm.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,プロジェクト管理|リスク管理|システム設計,公式の対象者像・シラバスは、プロジェクト計画、体制、進捗・資源・品質・リスク管理及び評価を対象としている。,2026-07-30,14.3,令和7年度秋期,https://www.ipa.go.jp/news/2025/shiken_20251225.html,2026-08-30
148,ipa_au,システム監査技術者試験,資格,監査,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/au.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,監査|ガバナンス|リスク管理|セキュリティ基礎,公式の対象者像・シラバスは、情報システム・組込みシステムの監査、ガバナンス、リスク評価、統制の検証及び改善提案を対象としている。,2026-07-30,16.1,令和7年度秋期,https://www.ipa.go.jp/news/2025/shiken_20251225.html,2026-08-30
